,BusinessName,DateOfInspection,FullAddress,HealthFacilityIDNumber,InspectionIDNumber,InspectionScore,InspectionType,Latitude,Longitude
2644,PUNCH NEAPOLITAN PIZZA,05/02/2019,208 HENNEPIN AVE E,LIC37545,304951,100,Follow-Up,44.98746,-93.25676
2645,LA SOCIETE DU THE,06/11/2018,2708 LYNDALE AVE S,LIC29414,124652,100,Routine,44.95339,-93.28848
2646,LA SOCIETE DU THE,12/11/2019,2708 LYNDALE AVE S,LIC29414,252910,100,Routine,44.95339,-93.28848
2647,THE LYNHALL,08/03/2017,2640 LYNDALE AVE S,LIC331084,189173,82,Routine,44.95404,-93.28848
2657,THE LYNHALL,08/02/2018,2640 LYNDALE AVE S,LIC331084,217949,90,Routine,44.95404,-93.28848
2664,THE LYNHALL,11/03/2017,2640 LYNDALE AVE S,LIC331084,217950,100,Follow-Up,44.95404,-93.28848
2666,THE LYNHALL,08/02/2019,2640 LYNDALE AVE S,LIC331084,266506,92,Routine,44.95404,-93.28848
2671,THE LYNHALL,10/04/2018,2640 LYNDALE AVE S,LIC331084,267016,94,Follow-Up,44.95404,-93.28848
2674,SUSHI TAKATSU,09/13/2017,733 MARQUETTE AVE #225,LIC49937,57997,86,Routine,44.97555,-93.271
2686,SUSHI TAKATSU,09/28/2018,733 MARQUETTE AVE #225,LIC49937,225647,98,Routine,44.97555,-93.271
2689,SUSHI TAKATSU,11/16/2017,733 MARQUETTE AVE #225,LIC49937,225648,100,Follow-Up,44.97555,-93.271
2691,SUSHI TAKATSU,09/27/2019,733 MARQUETTE AVE #225,LIC49937,273507,90,Routine,44.97555,-93.271
2697,SUSHI TAKATSU,10/23/2019,733 MARQUETTE AVE #225,LIC49937,330527,96,Follow-Up,44.97555,-93.271
2700,DUNN BROTHERS COFFEE,01/29/2019,2550 NICOLLET AVE,LIC374676,280908,94,Routine,44.95583,-93.2784
2705,CAVE VIN,03/07/2017,5555 XERXES AVE S,LIC28268,19039,100,Routine,44.90186,-93.31846
2708,CAVE VIN,03/28/2018,5555 XERXES AVE S,LIC28268,192555,96,Routine,44.90186,-93.31846
2713,CAVE VIN,04/03/2019,5555 XERXES AVE S,LIC28268,247073,82,Routine,44.90186,-93.31846
2724,CAVE VIN,05/30/2019,5555 XERXES AVE S,LIC28268,308106,94,Follow-Up,44.90186,-93.31846
2729,BROTHERS DELI,03/07/2017,50 6TH ST S,LIC47432,52505,82,Routine,44.97841,-93.27178
2743,BROTHERS DELI,03/15/2018,50 6TH ST S,LIC47432,192516,76,Routine,44.97841,-93.27178
2758,BROTHERS DELI,04/24/2017,50 6TH ST S,LIC47432,192517,88,Follow-Up,44.97841,-93.27178
2764,BROTHERS DELI,06/01/2017,50 6TH ST S,LIC47432,196695,100,Follow-Up,44.97841,-93.27178
2765,BROTHERS DELI,03/26/2019,50 6TH ST S,LIC47432,246107,90,Routine,44.97841,-93.27178
2768,BROTHERS DELI,04/17/2018,50 6TH ST S,LIC47432,246108,96,Follow-Up,44.97841,-93.27178
2771,BROTHERS DELI,04/25/2019,50 6TH ST S,LIC47432,307702,100,Follow-Up,44.97841,-93.27178
2772,PIMENTO JAMAICAN KITCHEN,07/26/2017,2524 NICOLLET AVE,LIC33898,28793,96,Routine,44.95644,-93.27839
2781,PIMENTO JAMAICAN KITCHEN,07/30/2018,2524 NICOLLET AVE,LIC33898,208335,94,Routine,44.95644,-93.27839
2792,PIMENTO JAMAICAN KITCHEN,07/30/2019,2524 NICOLLET AVE,LIC33898,259488,90,Routine,44.95644,-93.27839
2800,PIMENTO JAMAICAN KITCHEN,09/18/2018,2524 NICOLLET AVE,LIC33898,259489,96,Follow-Up,44.95644,-93.27839
2807,PIMENTO JAMAICAN KITCHEN,09/19/2019,2524 NICOLLET AVE,LIC33898,320018,94,Follow-Up,44.95644,-93.27839
2813,PIMENTO JAMAICAN KITCHEN,07/07/2017,2524 NICOLLET AVE,LIC354339,200553,96,Routine,44.95644,-93.27839
2819,PIMENTO JAMAICAN KITCHEN,06/14/2018,2524 NICOLLET AVE,LIC354339,203782,100,Routine,44.95644,-93.27839
2822,PIMENTO JAMAICAN KITCHEN,06/08/2019,2524 NICOLLET AVE,LIC354339,252647,92,Routine,44.95644,-93.27839
2834,COMMON ROOTS CAFE,08/24/2017,2558 LYNDALE AVE S,LIC39805,38525,98,Routine,44.9557,-93.28846
2840,COMMON ROOTS CAFE,09/06/2018,2558 LYNDALE AVE S,LIC39805,223963,100,Routine,44.9557,-93.28846
2845,COMMON ROOTS CAFE,09/30/2019,2558 LYNDALE AVE S,LIC39805,271355,90,Routine,44.9557,-93.28846
2850,COMMON ROOTS CAFE,11/25/2019,2558 LYNDALE AVE S,LIC39805,330877,100,Follow-Up,44.9557,-93.28846
2851,MODERN TIMES,03/13/2017,3200 CHICAGO AVE,LIC33606,28324,100,Routine,44.94459,-93.26302
2856,MODERN TIMES,03/02/2018,3200 CHICAGO AVE,LIC33606,193030,88,Routine,44.94459,-93.26302
2863,MODERN TIMES,03/05/2019,3200 CHICAGO AVE,LIC33606,245366,94,Routine,44.94459,-93.26302
2868,BAND BOX,10/17/2017,729 10TH ST S,LIC31956,25203,90,Routine,44.96905,-93.26345
2882,BAND BOX,10/17/2018,729 10TH ST S,LIC31956,231246,90,Routine,44.96905,-93.26345
2892,BAND BOX,11/15/2017,729 10TH ST S,LIC31956,231247,100,Follow-Up,44.96905,-93.26345
2893,BAND BOX,10/17/2019,729 10TH ST S,LIC31956,277628,88,Routine,44.96905,-93.26345
2900,BAND BOX,11/18/2019,729 10TH ST S,LIC31956,335734,96,Follow-Up,44.96905,-93.26345
2903,BOROUGH,03/06/2017,730 WASHINGTON AVE N #114/B02,LIC43485,45331,80,Routine,44.98875,-93.2777
2923,BOROUGH,03/29/2018,730 WASHINGTON AVE N #114/B02,LIC43485,192112,66,Routine,44.98875,-93.2777
2946,BOROUGH,04/25/2017,730 WASHINGTON AVE N #114/B02,LIC43485,192113,96,Follow-Up,44.98875,-93.2777
2953,BOROUGH,04/10/2019,730 WASHINGTON AVE N #114/B02,LIC43485,247007,90,Routine,44.98875,-93.2777
2962,BOROUGH,05/01/2018,730 WASHINGTON AVE N #114/B02,LIC43485,247008,86,Follow-Up,44.98875,-93.2777
2974,BOROUGH,05/30/2018,730 WASHINGTON AVE N #114/B02,LIC43485,249040,94,Follow-Up,44.98875,-93.2777
2979,BOROUGH,07/12/2018,730 WASHINGTON AVE N #114/B02,LIC43485,251860,100,Follow-Up,44.98875,-93.2777
2982,BOROUGH,05/16/2019,730 WASHINGTON AVE N #114/B02,LIC43485,308088,98,Follow-Up,44.98875,-93.2777
2986,CARAVELLE-PHO 79 RESTAURANT,08/17/2017,2529 NICOLLET AVE,LIC24547,11615,94,Routine,44.95633,-93.27747
2999,CARAVELLE-PHO 79 RESTAURANT,08/20/2018,2529 NICOLLET AVE,LIC24547,220028,96,Routine,44.95633,-93.27747
3003,CARAVELLE-PHO 79 RESTAURANT,10/05/2017,2529 NICOLLET AVE,LIC24547,220029,100,Follow-Up,44.95633,-93.27747
3005,CARAVELLE-PHO 79 RESTAURANT,08/20/2019,2529 NICOLLET AVE,LIC24547,267889,90,Routine,44.95633,-93.27747
3019,CARAVELLE-PHO 79 RESTAURANT,10/18/2019,2529 NICOLLET AVE,LIC24547,325798,100,Follow-Up,44.95633,-93.27747
3021,RED COW,10/20/2017,2626 HENNEPIN AVE,LIC352031,219209,90,Routine,44.95469,-93.29767
3030,RED COW,10/22/2018,2626 HENNEPIN AVE,LIC352031,230842,92,Routine,44.95469,-93.29767
3034,RED COW,10/25/2019,2626 HENNEPIN AVE,LIC352031,278486,96,Routine,44.95469,-93.29767
3039,PENINSULA MALAYSIAN CUISINE,07/13/2017,2608 NICOLLET AVE,LIC29993,22440,82,Routine,44.95511,-93.27832
3052,PENINSULA MALAYSIAN CUISINE,07/18/2018,2608 NICOLLET AVE,LIC29993,204363,90,Routine,44.95511,-93.27832
3060,PENINSULA MALAYSIAN CUISINE,08/15/2017,2608 NICOLLET AVE,LIC29993,204364,96,Follow-Up,44.95511,-93.27832
3065,PENINSULA MALAYSIAN CUISINE,07/17/2019,2608 NICOLLET AVE,LIC29993,255488,98,Routine,44.95511,-93.27832
3071,PENINSULA MALAYSIAN CUISINE,09/07/2018,2608 NICOLLET AVE,LIC29993,255489,96,Follow-Up,44.95511,-93.27832
3075,ALLIES RAND DELI & CATERING,10/06/2017,527 MARQUETTE AVE,LIC50515,59158,88,Routine,44.97733,-93.26956
3084,ALLIES RAND DELI & CATERING,10/09/2018,527 MARQUETTE AVE,LIC50515,228215,90,Routine,44.97733,-93.26956
3091,ALLIES RAND DELI & CATERING,11/06/2017,527 MARQUETTE AVE,LIC50515,228216,100,Follow-Up,44.97733,-93.26956
3093,ALLIES RAND DELI & CATERING,10/09/2019,527 MARQUETTE AVE,LIC50515,275133,100,Routine,44.97733,-93.26956
3096,ALLIES RAND DELI & CATERING,12/06/2018,527 MARQUETTE AVE,LIC50515,275134,100,Follow-Up,44.97733,-93.26956
